month,rank,make,model,units,share_pct
2023-09,1,Toyota,Corolla Cross,667,36.87
2023-09,2,Honda,HR-V,381,21.06
2023-09,3,Honda,City,190,10.5
2023-09,4,Honda,Civic,129,7.13
2023-09,5,Mercedes Benz,C-Class,94,5.2
2023-09,6,Mercedes Benz,GLC,88,4.86
2023-09,7,Volvo,XC60,77,4.26
2023-09,8,Volvo,XC90,59,3.26
2023-09,9,Volvo,XC40,45,2.49
2023-09,10,Mercedes Benz,A-Class,27,1.49
2023-09,11,Mercedes Benz,GLE,17,0.94
2023-09,12,Mercedes Benz,S-Class,16,0.88
2023-09,13,Lexus,RX,12,0.66
2023-09,14,Volvo,V60,3,0.17
2023-09,15,BMW,7 Series,2,0.11
2023-09,16,Mercedes Benz,E-Class,1,0.06
2023-09,17,Mercedes-Maybach,GLS,1,0.06
2023-10,1,Toyota,Corolla Cross,773,34.71
2023-10,2,Honda,HR-V,457,20.52
2023-10,3,Honda,City,292,13.11
2023-10,4,Mercedes Benz,GLC,254,11.41
2023-10,5,Honda,Civic,121,5.43
2023-10,6,Mercedes Benz,C-Class,101,4.54
2023-10,7,Volvo,XC40,36,1.62
2023-10,8,Volvo,XC90,33,1.48
2023-10,9,Volvo,XC60,31,1.39
2023-10,10,Mercedes Benz,A-Class,28,1.26
2023-10,11,Lexus,RX,23,1.03
2023-10,12,BMW,7 Series,19,0.85
2023-10,13,Mercedes Benz,S-Class,19,0.85
2023-10,14,Toyota,Innova Zenix,17,0.76
2023-10,15,Mercedes Benz,GLE,16,0.72
2023-10,16,Volvo,V60,3,0.13
2023-10,17,Toyota,Vios,2,0.09
2023-10,18,Lexus,IS,1,0.04
2023-10,19,Nissan,Note,1,0.04
2023-11,1,Toyota,Corolla Cross,904,34.16
2023-11,2,Honda,HR-V,648,24.49
2023-11,3,Honda,City,270,10.2
2023-11,4,Mercedes Benz,GLC,255,9.64
2023-11,5,Mercedes Benz,C-Class,100,3.78
2023-11,6,Honda,Civic,84,3.17
2023-11,7,Volvo,XC60,65,2.46
2023-11,8,Toyota,Innova Zenix,61,2.31
2023-11,9,BMW,7 Series,55,2.08
2023-11,10,Lexus,RX,51,1.93
2023-11,11,Volvo,XC40,44,1.66
2023-11,12,Mercedes Benz,S-Class,35,1.32
2023-11,13,Volvo,XC90,31,1.17
2023-11,14,Mercedes Benz,GLE,19,0.72
2023-11,15,Mercedes Benz,A-Class,16,0.6
2023-11,16,Volvo,V60,6,0.23
2023-11,17,Mercedes Benz,CLS,1,0.04
2023-11,18,Toyota,Vios,1,0.04
2023-12,1,Toyota,Corolla Cross,1140,38.89
2023-12,2,Honda,HR-V,706,24.09
2023-12,3,Honda,City,287,9.79
2023-12,4,Mercedes Benz,GLC,226,7.71
2023-12,5,Mercedes Benz,C-Class,107,3.65
2023-12,6,Honda,Civic,99,3.38
2023-12,7,Volvo,XC60,61,2.08
2023-12,8,Lexus,RX,60,2.05
2023-12,9,Volvo,XC90,56,1.91
2023-12,10,BMW,7 Series,51,1.74
2023-12,11,Volvo,XC40,43,1.47
2023-12,12,Mercedes Benz,S-Class,31,1.06
2023-12,13,Toyota,Innova Zenix,28,0.96
2023-12,14,Mercedes Benz,A-Class,17,0.58
2023-12,15,Mercedes Benz,GLE,8,0.27
2023-12,16,Chery,Omoda 5,3,0.1
2023-12,17,Volvo,V60,3,0.1
2023-12,18,Mercedes-Maybach,S-Class,2,0.07
2023-12,19,Mercedes Benz,GLS,1,0.03
2023-12,20,Porsche,Panamera,1,0.03
2023-12,21,Toyota,Crown,1,0.03
2024-01,1,Toyota,Corolla Cross,533,25.37
2024-01,2,Honda,HR-V,523,24.89
2024-01,3,Honda,City,208,9.9
2024-01,4,Mercedes Benz,GLC,193,9.19
2024-01,5,Honda,CR-V,179,8.52
2024-01,6,Mercedes Benz,C-Class,166,7.9
2024-01,7,Honda,Civic,64,3.05
2024-01,8,Volvo,XC60,50,2.38
2024-01,9,Mercedes Benz,A-Class,33,1.57
2024-01,10,Volvo,XC40,33,1.57
2024-01,11,Volvo,XC90,32,1.52
2024-01,12,Lexus,RX,24,1.14
2024-01,13,BMW,7 Series,21,1.0
2024-01,14,Mercedes Benz,S-Class,20,0.95
2024-01,15,Mercedes Benz,GLE,12,0.57
2024-01,16,Volvo,V60,4,0.19
2024-01,17,Toyota,Innova Zenix,3,0.14
2024-01,18,Porsche,Panamera,1,0.05
2024-01,19,Toyota,Crown,1,0.05
2024-01,20,Toyota,Vellfire,1,0.05
2024-02,1,Honda,HR-V,454,24.81
2024-02,2,Toyota,Corolla Cross,446,24.37
2024-02,3,Mercedes Benz,GLC,198,10.82
2024-02,4,Mercedes Benz,C-Class,183,10.0
2024-02,5,Honda,City,133,7.27
2024-02,6,Honda,CR-V,109,5.96
2024-02,7,Honda,Civic,60,3.28
2024-02,8,Lexus,RX,53,2.9
2024-02,9,Volvo,XC60,53,2.9
2024-02,10,Volvo,XC90,37,2.02
2024-02,11,Volvo,XC40,30,1.64
2024-02,12,BMW,7 Series,27,1.48
2024-02,13,Mercedes Benz,A-Class,20,1.09
2024-02,14,Mercedes Benz,S-Class,9,0.49
2024-02,15,Mercedes Benz,GLE,8,0.44
2024-02,16,Volvo,V60,4,0.22
2024-02,17,Mercedes Benz,E-Class,2,0.11
2024-02,18,Land Rover,Range Rover Sport,1,0.05
2024-02,19,Toyota,Innova Zenix,1,0.05
2024-02,20,Toyota,Vios,1,0.05
2024-02,21,Toyota,Yaris,1,0.05
2024-03,1,Honda,HR-V,518,22.91
2024-03,2,Toyota,Corolla Cross,495,21.89
2024-03,3,Mercedes Benz,GLC,217,9.6
2024-03,4,Honda,City,211,9.33
2024-03,5,Honda,CR-V,176,7.78
2024-03,6,Mercedes Benz,C-Class,168,7.43
2024-03,7,Lexus,RX,101,4.47
2024-03,8,Honda,Civic,83,3.67
2024-03,9,Volvo,XC60,73,3.23
2024-03,10,Volvo,XC40,48,2.12
2024-03,11,Volvo,XC90,38,1.68
2024-03,12,BMW,7 Series,37,1.64
2024-03,13,Mercedes Benz,A-Class,32,1.42
2024-03,14,Mercedes Benz,GLE,17,0.75
2024-03,15,Toyota,Innova Zenix,15,0.66
2024-03,16,Mercedes Benz,S-Class,13,0.57
2024-03,17,Volvo,V60,10,0.44
2024-03,18,Audi,RS6,1,0.04
2024-03,19,Honda,Shuttle,1,0.04
2024-03,20,Mercedes Benz,E-Class,1,0.04
2024-03,21,Mercedes Benz,GLS,1,0.04
2024-03,22,Mercedes-Maybach,S-Class,1,0.04
2024-03,23,Toyota,Harrier,1,0.04
2024-03,24,Toyota,RAV4,1,0.04
2024-03,25,Toyota,Vios,1,0.04
2024-03,26,Volvo,S90,1,0.04
2024-04,1,Toyota,Corolla Cross,519,29.47
2024-04,2,Honda,HR-V,286,16.24
2024-04,3,Mercedes Benz,C-Class,207,11.75
2024-04,4,Honda,City,186,10.56
2024-04,5,Mercedes Benz,GLC,144,8.18
2024-04,6,Honda,Civic,73,4.15
2024-04,7,Mercedes Benz,A-Class,69,3.92
2024-04,8,Honda,CR-V,56,3.18
2024-04,9,Lexus,RX,54,3.07
2024-04,10,Volvo,XC60,41,2.33
2024-04,11,Volvo,XC40,30,1.7
2024-04,12,BMW,7 Series,29,1.65
2024-04,13,Volvo,XC90,18,1.02
2024-04,14,Toyota,Innova Zenix,15,0.85
2024-04,15,Mercedes Benz,S-Class,13,0.74
2024-04,16,Mercedes Benz,GLE,7,0.4
2024-04,17,Volvo,V60,7,0.4
2024-04,18,Mercedes Benz,E-Class,1,0.06
2024-04,19,Mercedes Benz,GLS,1,0.06
2024-04,20,Nissan,Kicks,1,0.06
2024-04,21,Toyota,Aqua,1,0.06
2024-04,22,Toyota,Crown,1,0.06
2024-04,23,Toyota,RAV4,1,0.06
2024-04,24,Toyota,Yaris,1,0.06
2024-05,1,Toyota,Corolla Cross,508,27.17
2024-05,2,Honda,HR-V,353,18.88
2024-05,3,Honda,CR-V,200,10.7
2024-05,4,Honda,City,134,7.17
2024-05,5,Mercedes Benz,C-Class,131,7.01
2024-05,6,Mercedes Benz,GLC,125,6.68
2024-05,7,Mercedes Benz,GLE,112,5.99
2024-05,8,Honda,Civic,64,3.42
2024-05,9,Lexus,RX,59,3.16
2024-05,10,Volvo,XC60,45,2.41
2024-05,11,BMW,7 Series,26,1.39
2024-05,12,Volvo,XC90,25,1.34
2024-05,13,Volvo,XC40,22,1.18
2024-05,14,Mercedes Benz,A-Class,16,0.86
2024-05,15,Toyota,Innova Zenix,16,0.86
2024-05,16,Mercedes Benz,S-Class,15,0.8
2024-05,17,Volvo,V60,8,0.43
2024-05,18,Mercedes Benz,CLE,3,0.16
2024-05,19,Mercedes Benz,GLB,2,0.11
2024-05,20,Mercedes-Maybach,GLS,2,0.11
2024-05,21,Toyota,Alphard,2,0.11
2024-05,22,Mercedes Benz,E-Class,1,0.05
2024-05,23,Toyota,Vellfire,1,0.05
2024-06,1,Toyota,Corolla Cross,548,28.86
2024-06,2,Honda,City,326,17.17
2024-06,3,Honda,HR-V,322,16.96
2024-06,4,Honda,CR-V,126,6.64
2024-06,5,Mercedes Benz,C-Class,118,6.21
2024-06,6,Mercedes Benz,GLA,80,4.21
2024-06,7,Honda,Civic,70,3.69
2024-06,8,Mercedes Benz,GLC,52,2.74
2024-06,9,Mercedes Benz,GLE,46,2.42
2024-06,10,Volvo,XC60,43,2.26
2024-06,11,Volvo,XC90,39,2.05
2024-06,12,Lexus,RX,33,1.74
2024-06,13,Volvo,V60,21,1.11
2024-06,14,BMW,7 Series,17,0.9
2024-06,15,Mercedes Benz,A-Class,15,0.79
2024-06,16,Mercedes Benz,S-Class,11,0.58
2024-06,17,Volvo,XC40,10,0.53
2024-06,18,Toyota,Innova Zenix,6,0.32
2024-06,19,Mercedes Benz,G-Class,5,0.26
2024-06,20,Lexus,LM,2,0.11
2024-06,21,Mercedes Benz,GLB,2,0.11
2024-06,22,Ferrari,296,1,0.05
2024-06,23,Great Wall,Haval H6,1,0.05
2024-06,24,Honda,STEPWGN,1,0.05
2024-06,25,Land Rover,Range Rover,1,0.05
2024-06,26,Toyota,RAV4,1,0.05
2024-06,27,Toyota,Vellfire,1,0.05
2024-06,28,Toyota,Vios,1,0.05
2024-07,1,Toyota,Corolla Cross,820,38.7
2024-07,2,Honda,HR-V,294,13.87
2024-07,3,Honda,City,232,10.95
2024-07,4,Honda,CR-V,194,9.16
2024-07,5,Mercedes Benz,C-Class,132,6.23
2024-07,6,Mercedes Benz,GLA,94,4.44
2024-07,7,Honda,Civic,69,3.26
2024-07,8,Mercedes Benz,GLC,43,2.03
2024-07,9,Mercedes Benz,GLE,40,1.89
2024-07,10,Lexus,RX,34,1.6
2024-07,11,Mercedes Benz,A-Class,29,1.37
2024-07,12,Volvo,XC60,23,1.09
2024-07,13,Lexus,LBX,20,0.94
2024-07,14,Volvo,XC90,17,0.8
2024-07,15,Mercedes Benz,S-Class,16,0.76
2024-07,16,Toyota,Innova Zenix,13,0.61
2024-07,17,BMW,7 Series,11,0.52
2024-07,18,Mercedes Benz,G-Class,9,0.42
2024-07,19,Mercedes Benz,CLE,8,0.38
2024-07,20,Volvo,XC40,5,0.24
2024-07,21,Mercedes Benz,GLB,3,0.14
2024-07,22,Volvo,V60,3,0.14
2024-07,23,Mercedes-Maybach,GLS,2,0.09
2024-07,24,Toyota,Vios,2,0.09
2024-07,25,Audi,RS6,1,0.05
2024-07,26,BMW,i8,1,0.05
2024-07,27,Mercedes Benz,AMG GT,1,0.05
2024-07,28,Mercedes Benz,CLS,1,0.05
2024-07,29,Mercedes Benz,E-Class,1,0.05
2024-07,30,Toyota,RAV4,1,0.05
2024-08,1,Toyota,Corolla Cross,661,34.36
2024-08,2,Honda,CR-V,387,20.11
2024-08,3,Honda,City,243,12.63
2024-08,4,Mercedes Benz,C-Class,149,7.74
2024-08,5,Honda,HR-V,110,5.72
2024-08,6,Honda,Civic,62,3.22
2024-08,7,Lexus,LBX,51,2.65
2024-08,8,Mercedes Benz,GLA,48,2.49
2024-08,9,Lexus,RX,35,1.82
2024-08,10,Mercedes Benz,GLE,33,1.72
2024-08,11,Mercedes Benz,GLC,24,1.25
2024-08,12,Volvo,XC90,24,1.25
2024-08,13,Mercedes Benz,A-Class,20,1.04
2024-08,14,BMW,7 Series,15,0.78
2024-08,15,Mercedes Benz,S-Class,14,0.73
2024-08,16,Toyota,Innova Zenix,9,0.47
2024-08,17,Volvo,XC60,8,0.42
2024-08,18,Great Wall,Haval H6,4,0.21
2024-08,19,Mercedes Benz,CLE,4,0.21
2024-08,20,Mercedes Benz,GLB,4,0.21
2024-08,21,Volvo,V60,4,0.21
2024-08,22,Mercedes Benz,G-Class,3,0.16
2024-08,23,Mercedes Benz,GLS,2,0.1
2024-08,24,BMW,X7,1,0.05
2024-08,25,Ferrari,296,1,0.05
2024-08,26,Lexus,LM,1,0.05
2024-08,27,Lexus,LS,1,0.05
2024-08,28,Mazda,CX-60,1,0.05
2024-08,29,Mercedes-Maybach,GLS,1,0.05
2024-08,30,Nissan,Kicks,1,0.05
2024-08,31,Toyota,Vios,1,0.05
2024-08,32,Toyota,Yaris,1,0.05
2024-08,33,Volvo,XC40,1,0.05
2024-09,1,Toyota,Corolla Cross,529,31.34
2024-09,2,Honda,CR-V,264,15.64
2024-09,3,Mercedes Benz,E-Class,200,11.85
2024-09,4,Honda,City,132,7.82
2024-09,5,Mercedes Benz,C-Class,102,6.04
2024-09,6,Volvo,XC60,68,4.03
2024-09,7,Lexus,RX,49,2.9
2024-09,8,Honda,Civic,48,2.84
2024-09,9,Mercedes Benz,GLC,48,2.84
2024-09,10,Volvo,XC90,41,2.43
2024-09,11,Mercedes Benz,GLA,35,2.07
2024-09,12,Mercedes Benz,GLE,33,1.95
2024-09,13,Great Wall,Haval H6,26,1.54
2024-09,14,Honda,HR-V,21,1.24
2024-09,15,Lexus,LBX,20,1.18
2024-09,16,BMW,7 Series,17,1.01
2024-09,17,Mercedes Benz,S-Class,15,0.89
2024-09,18,Toyota,Innova Zenix,9,0.53
2024-09,19,Mercedes Benz,A-Class,7,0.41
2024-09,20,Volvo,V60,6,0.36
2024-09,21,Mercedes Benz,G-Class,5,0.3
2024-09,22,Mercedes Benz,GLB,5,0.3
2024-09,23,Toyota,Crown,3,0.18
2024-09,24,Ferrari,296,2,0.12
2024-09,25,Lexus,LM,1,0.06
2024-09,26,Lexus,LS,1,0.06
2024-09,27,Mercedes Benz,CLE,1,0.06
2024-10,1,Toyota,Corolla Cross,505,27.99
2024-10,2,Mercedes Benz,E-Class,274,15.19
2024-10,3,Honda,CR-V,204,11.31
2024-10,4,Honda,City,151,8.37
2024-10,5,Mercedes Benz,C-Class,131,7.26
2024-10,6,Great Wall,Haval H6,118,6.54
2024-10,7,Honda,HR-V,91,5.04
2024-10,8,Mercedes Benz,GLA,53,2.94
2024-10,9,Mercedes Benz,GLC,51,2.83
2024-10,10,Mercedes Benz,GLE,36,2.0
2024-10,11,Volvo,XC60,31,1.72
2024-10,12,Lexus,RX,29,1.61
2024-10,13,Honda,Civic,24,1.33
2024-10,14,Lexus,LBX,23,1.27
2024-10,15,BMW,7 Series,18,1.0
2024-10,16,Mercedes Benz,S-Class,18,1.0
2024-10,17,Volvo,XC90,16,0.89
2024-10,18,Toyota,Innova Zenix,7,0.39
2024-10,19,Mercedes Benz,A-Class,6,0.33
2024-10,20,Mercedes Benz,CLE,3,0.17
2024-10,21,Mercedes Benz,GLB,2,0.11
2024-10,22,Toyota,Alphard,2,0.11
2024-10,23,Toyota,Crown,2,0.11
2024-10,24,Volvo,V60,2,0.11
2024-10,25,Volvo,XC40,2,0.11
2024-10,26,Land Rover,Range Rover,1,0.06
2024-10,27,Lexus,LM,1,0.06
2024-10,28,Mercedes Benz,G-Class,1,0.06
2024-10,29,Omoda Jaecoo,Jaecoo J7,1,0.06
2024-10,30,Toyota,Vios,1,0.06
2024-11,1,Great Wall,Haval H6,356,19.11
2024-11,2,Mercedes Benz,GLC,221,11.86
2024-11,3,Toyota,Corolla Cross,218,11.7
2024-11,4,Honda,CR-V,193,10.36
2024-11,5,Honda,HR-V,189,10.14
2024-11,6,Honda,City,164,8.8
2024-11,7,Mercedes Benz,E-Class,161,8.64
2024-11,8,Mercedes Benz,C-Class,95,5.1
2024-11,9,Honda,Civic,55,2.95
2024-11,10,Volvo,XC60,41,2.2
2024-11,11,Volvo,XC90,33,1.77
2024-11,12,Mercedes Benz,A-Class,18,0.97
2024-11,13,Mercedes Benz,GLA,18,0.97
2024-11,14,BMW,7 Series,17,0.91
2024-11,15,Lexus,LBX,17,0.91
2024-11,16,Lexus,RX,15,0.81
2024-11,17,Mercedes Benz,GLE,15,0.81
2024-11,18,Hyundai,Santa Fe,12,0.64
2024-11,19,Mercedes Benz,S-Class,6,0.32
2024-11,20,Mercedes Benz,GLB,5,0.27
2024-11,21,Toyota,Innova Zenix,5,0.27
2024-11,22,GAC,M8,2,0.11
2024-11,23,Chery,Tiggo,1,0.05
2024-11,24,Ferrari,296,1,0.05
2024-11,25,Honda,ZR-V,1,0.05
2024-11,26,Lamborghini,Revuelto,1,0.05
2024-11,27,Mercedes Benz,G-Class,1,0.05
2024-11,28,Mercedes-Maybach,GLS,1,0.05
2024-11,29,Toyota,Crown,1,0.05
2024-12,1,Toyota,Corolla Cross,1092,32.06
2024-12,2,Great Wall,Haval H6,506,14.86
2024-12,3,Honda,HR-V,425,12.48
2024-12,4,Honda,City,206,6.05
2024-12,5,Honda,CR-V,175,5.14
2024-12,6,Mercedes Benz,GLC,163,4.79
2024-12,7,Honda,Civic,158,4.64
2024-12,8,Mercedes Benz,C-Class,138,4.05
2024-12,9,Mercedes Benz,E-Class,129,3.79
2024-12,10,Volvo,XC60,118,3.46
2024-12,11,Volvo,XC90,92,2.7
2024-12,12,Lexus,LBX,58,1.7
2024-12,13,BMW,7 Series,34,1.0
2024-12,14,Mercedes Benz,GLA,25,0.73
2024-12,15,Mercedes Benz,GLE,20,0.59
2024-12,16,Mercedes Benz,A-Class,14,0.41
2024-12,17,Mercedes Benz,S-Class,11,0.32
2024-12,18,Hyundai,Santa Fe,10,0.29
2024-12,19,Toyota,Innova Zenix,6,0.18
2024-12,20,Ferrari,296,4,0.12
2024-12,21,Lexus,RX,4,0.12
2024-12,22,Lexus,LM,2,0.06
2024-12,23,Mercedes Benz,CLE,2,0.06
2024-12,24,Mercedes Benz,G-Class,2,0.06
2024-12,25,Mercedes Benz,GLB,2,0.06
2024-12,26,Nissan,Kicks,2,0.06
2024-12,27,Omoda Jaecoo,Jaecoo J7,2,0.06
2024-12,28,Toyota,Prius,2,0.06
2024-12,29,Ferrari,SF90,1,0.03
2024-12,30,Honda,Vezel,1,0.03
2024-12,31,Lamborghini,Revuelto,1,0.03
2024-12,32,Lexus,CT,1,0.03
2025-01,1,Toyota,Corolla Cross,655,29.12
2025-01,2,Great Wall,Haval H6,344,15.3
2025-01,3,Nissan,Kicks,216,9.6
2025-01,4,Honda,CR-V,193,8.58
2025-01,5,Honda,HR-V,168,7.47
2025-01,6,Mercedes Benz,C-Class,100,4.45
2025-01,7,Mercedes Benz,E-Class,88,3.91
2025-01,8,Honda,City,86,3.82
2025-01,9,Honda,Civic,74,3.29
2025-01,10,Mercedes Benz,GLC,64,2.85
2025-01,11,Mercedes Benz,GLA,34,1.51
2025-01,12,Mercedes Benz,A-Class,33,1.47
2025-01,13,Mercedes Benz,GLE,30,1.33
2025-01,14,Lexus,LBX,26,1.16
2025-01,15,Volvo,XC60,25,1.11
2025-01,16,Volvo,XC90,25,1.11
2025-01,17,BMW,7 Series,22,0.98
2025-01,18,Volvo,XC40,16,0.71
2025-01,19,Mercedes Benz,S-Class,11,0.49
2025-01,20,Hyundai,Santa Fe,10,0.44
2025-01,21,Toyota,Alphard,5,0.22
2025-01,22,Ferrari,296,3,0.13
2025-01,23,Lamborghini,Revuelto,3,0.13
2025-01,24,Mercedes Benz,CLE,3,0.13
2025-01,25,Toyota,Innova Zenix,3,0.13
2025-01,26,Audi,RS6,2,0.09
2025-01,27,Mercedes Benz,G-Class,2,0.09
2025-01,28,Mercedes Benz,GLB,2,0.09
2025-01,29,Toyota,Vios,2,0.09
2025-01,30,Ferrari,SF90,1,0.04
2025-01,31,Omoda Jaecoo,Jaecoo J7,1,0.04
2025-01,32,Porsche,Cayenne,1,0.04
2025-01,33,Toyota,Crown,1,0.04
